Geography,County,state,Estimate; Median value (dollars),Margin of Error; Median value (dollars)
"Franklin County, Maine",Franklin County, Maine,136300,5477
"Hancock County, Maine",Hancock County, Maine,207300,6929
"Kennebec County, Maine",Kennebec County, Maine,154500,2833
"Knox County, Maine",Knox County, Maine,199600,7519
"Lincoln County, Maine",Lincoln County, Maine,211900,6523
"Oxford County, Maine",Oxford County, Maine,137200,4080
"Penobscot County, Maine",Penobscot County, Maine,137900,2832
"Piscataquis County, Maine",Piscataquis County, Maine,116100,6537
"Sagadahoc County, Maine",Sagadahoc County, Maine,199400,7025
"Somerset County, Maine",Somerset County, Maine,108000,3590
"Waldo County, Maine",Waldo County, Maine,159800,3278
"Washington County, Maine",Washington County, Maine,110000,4412
"York County, Maine",York County, Maine,233000,2741
"Allegany County, Maryland",Allegany County, Maryland,119900,4370
"Anne Arundel County, Maryland",Anne Arundel County, Maryland,346000,2983
"Baltimore County, Maryland",Baltimore County, Maryland,249600,1971
"Calvert County, Maryland",Calvert County, Maryland,347200,6560
"Caroline County, Maryland",Caroline County, Maryland,201200,7925
"Carroll County, Maryland",Carroll County, Maryland,328100,3882
"Cecil County, Maryland",Cecil County, Maryland,238000,4925
"Charles County, Maryland",Charles County, Maryland,294000,4269
"Dorchester County, Maryland",Dorchester County, Maryland,179300,7681
"Frederick County, Maryland",Frederick County, Maryland,315400,3737
"Garrett County, Maryland",Garrett County, Maryland,167100,5636
"Harford County, Maryland",Harford County, Maryland,281400,3145
"Howard County, Maryland",Howard County, Maryland,439900,3861
"Kent County, Maryland",Kent County, Maryland,237400,9640
"Montgomery County, Maryland",Montgomery County, Maryland,467500,2788
"Prince George's County, Maryland",Prince George's County, Maryland,272900,1577
"Queen Anne's County, Maryland",Queen Anne's County, Maryland,343200,9083
"St. Mary's County, Maryland",St. Mary's County, Maryland,291500,5774
"Somerset County, Maryland",Somerset County, Maryland,131000,15078
"Talbot County, Maryland",Talbot County, Maryland,326300,9696
"Washington County, Maryland",Washington County, Maryland,205300,4620
"Wicomico County, Maryland",Wicomico County, Maryland,171700,3323
"Worcester County, Maryland",Worcester County, Maryland,252100,7309
"Baltimore city, Maryland",Baltimore city, Maryland,153200,1688
"Barnstable County, Massachusetts",Barnstable County, Massachusetts,375000,3721
"Berkshire County, Massachusetts",Berkshire County, Massachusetts,203300,5036
"Bristol County, Massachusetts",Bristol County, Massachusetts,280400,2343
"Dukes County, Massachusetts",Dukes County, Massachusetts,674600,29662
"Essex County, Massachusetts",Essex County, Massachusetts,373400,2363
"Franklin County, Massachusetts",Franklin County, Massachusetts,226600,3928
"Hampden County, Massachusetts",Hampden County, Massachusetts,198500,1784
"Hampshire County, Massachusetts",Hampshire County, Massachusetts,272700,3259
"Middlesex County, Massachusetts",Middlesex County, Massachusetts,453300,2222
"Nantucket County, Massachusetts",Nantucket County, Massachusetts,995900,52007
"Norfolk County, Massachusetts",Norfolk County, Massachusetts,433000,3273
"Plymouth County, Massachusetts",Plymouth County, Massachusetts,344400,2598
"Suffolk County, Massachusetts",Suffolk County, Massachusetts,430900,5269
"Worcester County, Massachusetts",Worcester County, Massachusetts,260800,2317
"Alcona County, Michigan",Alcona County, Michigan,96000,3931
"Alger County, Michigan",Alger County, Michigan,119000,5009
"Allegan County, Michigan",Allegan County, Michigan,150600,2873
"Alpena County, Michigan",Alpena County, Michigan,94000,2875
"Antrim County, Michigan",Antrim County, Michigan,151500,5609
"Arenac County, Michigan",Arenac County, Michigan,88900,2089
"Baraga County, Michigan",Baraga County, Michigan,93100,5134
"Barry County, Michigan",Barry County, Michigan,146300,6145
"Bay County, Michigan",Bay County, Michigan,96800,2697
"Benzie County, Michigan",Benzie County, Michigan,162200,4453
"Berrien County, Michigan",Berrien County, Michigan,140900,2781
"Branch County, Michigan",Branch County, Michigan,97700,3270
"Calhoun County, Michigan",Calhoun County, Michigan,102600,2823
"Cass County, Michigan",Cass County, Michigan,127600,5028
"Charlevoix County, Michigan",Charlevoix County, Michigan,158800,3265
"Cheboygan County, Michigan",Cheboygan County, Michigan,116900,4402
"Chippewa County, Michigan",Chippewa County, Michigan,111100,4364
"Clare County, Michigan",Clare County, Michigan,85000,2575
"Clinton County, Michigan",Clinton County, Michigan,164700,2027
"Crawford County, Michigan",Crawford County, Michigan,91900,4565
"Delta County, Michigan",Delta County, Michigan,105900,3205
"Dickinson County, Michigan",Dickinson County, Michigan,92100,5472
"Eaton County, Michigan",Eaton County, Michigan,142300,2000
"Emmet County, Michigan",Emmet County, Michigan,171100,4325
"Genesee County, Michigan",Genesee County, Michigan,96500,1464
"Gladwin County, Michigan",Gladwin County, Michigan,100500,4142
"Gogebic County, Michigan",Gogebic County, Michigan,70100,5660
"Grand Traverse County, Michigan",Grand Traverse County, Michigan,183000,4533
"Gratiot County, Michigan",Gratiot County, Michigan,92100,2452
"Hillsdale County, Michigan",Hillsdale County, Michigan,105600,3426
"Houghton County, Michigan",Houghton County, Michigan,102400,4475
"Huron County, Michigan",Huron County, Michigan,96200,2661
"Ingham County, Michigan",Ingham County, Michigan,123700,1896
"Ionia County, Michigan",Ionia County, Michigan,117000,2792
"Iosco County, Michigan",Iosco County, Michigan,89000,2657
"Iron County, Michigan",Iron County, Michigan,76700,4571
"Isabella County, Michigan",Isabella County, Michigan,128400,3296
"Jackson County, Michigan",Jackson County, Michigan,120100,2669
"Kalamazoo County, Michigan",Kalamazoo County, Michigan,146100,2110
"Kalkaska County, Michigan",Kalkaska County, Michigan,105300,4421
"Kent County, Michigan",Kent County, Michigan,153500,1302
"Keweenaw County, Michigan",Keweenaw County, Michigan,95800,12608
"Lake County, Michigan",Lake County, Michigan,80800,3330
"Lapeer County, Michigan",Lapeer County, Michigan,151400,2581
"Leelanau County, Michigan",Leelanau County, Michigan,248900,8003
"Lenawee County, Michigan",Lenawee County, Michigan,124900,2986
"Livingston County, Michigan",Livingston County, Michigan,218700,2440
"Luce County, Michigan",Luce County, Michigan,83200,6235
"Mackinac County, Michigan",Mackinac County, Michigan,125100,6172
"Macomb County, Michigan",Macomb County, Michigan,146700,1078
"Manistee County, Michigan",Manistee County, Michigan,116200,3880
"Marquette County, Michigan",Marquette County, Michigan,142900,4528
"Mason County, Michigan",Mason County, Michigan,126600,5178
"Mecosta County, Michigan",Mecosta County, Michigan,114700,3825
"Menominee County, Michigan",Menominee County, Michigan,95900,3093
"Midland County, Michigan",Midland County, Michigan,133000,3661
"Missaukee County, Michigan",Missaukee County, Michigan,107100,3876
"Monroe County, Michigan",Monroe County, Michigan,149500,3011
"Montcalm County, Michigan",Montcalm County, Michigan,101000,3568
"Montmorency County, Michigan",Montmorency County, Michigan,93800,5937
"Muskegon County, Michigan",Muskegon County, Michigan,105300,1995
"Newaygo County, Michigan",Newaygo County, Michigan,104500,2384
"Oakland County, Michigan",Oakland County, Michigan,209800,1460
"Oceana County, Michigan",Oceana County, Michigan,106300,4569
"Ogemaw County, Michigan",Ogemaw County, Michigan,89600,3088
"Ontonagon County, Michigan",Ontonagon County, Michigan,69500,2968
"Osceola County, Michigan",Osceola County, Michigan,91400,2485
"Oscoda County, Michigan",Oscoda County, Michigan,83400,3300
"Otsego County, Michigan",Otsego County, Michigan,124100,4808
"Ottawa County, Michigan",Ottawa County, Michigan,168000,1322
"Presque Isle County, Michigan",Presque Isle County, Michigan,97800,3007
"Roscommon County, Michigan",Roscommon County, Michigan,94000,6072
"Saginaw County, Michigan",Saginaw County, Michigan,94900,1899
"St. Clair County, Michigan",St. Clair County, Michigan,135000,2879
"St. Joseph County, Michigan",St. Joseph County, Michigan,111200,3292
"Sanilac County, Michigan",Sanilac County, Michigan,101300,2829
"Schoolcraft County, Michigan",Schoolcraft County, Michigan,105000,9157
"Shiawassee County, Michigan",Shiawassee County, Michigan,111000,2757
"Tuscola County, Michigan",Tuscola County, Michigan,98800,3144
"Van Buren County, Michigan",Van Buren County, Michigan,123100,3426
"Washtenaw County, Michigan",Washtenaw County, Michigan,231500,3045
"Wayne County, Michigan",Wayne County, Michigan,92400,891
"Wexford County, Michigan",Wexford County, Michigan,96500,5306
"Aitkin County, Minnesota",Aitkin County, Minnesota,169300,3334
"Anoka County, Minnesota",Anoka County, Minnesota,205000,1573
"Becker County, Minnesota",Becker County, Minnesota,182100,4881
"Beltrami County, Minnesota",Beltrami County, Minnesota,153100,4289
"Benton County, Minnesota",Benton County, Minnesota,162600,2741
"Big Stone County, Minnesota",Big Stone County, Minnesota,97000,5781
"Blue Earth County, Minnesota",Blue Earth County, Minnesota,170800,2747
"Brown County, Minnesota",Brown County, Minnesota,135300,3901
"Carlton County, Minnesota",Carlton County, Minnesota,162800,3395
"Carver County, Minnesota",Carver County, Minnesota,287200,4947
"Cass County, Minnesota",Cass County, Minnesota,178700,5749
"Chippewa County, Minnesota",Chippewa County, Minnesota,104500,8034
"Chisago County, Minnesota",Chisago County, Minnesota,206400,4935
"Clay County, Minnesota",Clay County, Minnesota,173100,3982
"Clearwater County, Minnesota",Clearwater County, Minnesota,122800,5787
"Cook County, Minnesota",Cook County, Minnesota,241400,17215
"Cottonwood County, Minnesota",Cottonwood County, Minnesota,89400,3379
"Crow Wing County, Minnesota",Crow Wing County, Minnesota,188100,4279
"Dakota County, Minnesota",Dakota County, Minnesota,238000,1754
"Dodge County, Minnesota",Dodge County, Minnesota,167900,4267
"Douglas County, Minnesota",Douglas County, Minnesota,197200,3647
"Faribault County, Minnesota",Faribault County, Minnesota,86500,3025
"Fillmore County, Minnesota",Fillmore County, Minnesota,148300,4757
"Freeborn County, Minnesota",Freeborn County, Minnesota,105100,3647
"Goodhue County, Minnesota",Goodhue County, Minnesota,191400,5540
"Grant County, Minnesota",Grant County, Minnesota,104900,5508
"Hennepin County, Minnesota",Hennepin County, Minnesota,245400,1163
"Houston County, Minnesota",Houston County, Minnesota,164200,4236
"Hubbard County, Minnesota",Hubbard County, Minnesota,182700,5940
"Isanti County, Minnesota",Isanti County, Minnesota,172900,3198
"Itasca County, Minnesota",Itasca County, Minnesota,156100,3594
"Jackson County, Minnesota",Jackson County, Minnesota,114100,4319
"Kanabec County, Minnesota",Kanabec County, Minnesota,147200,4970
"Kandiyohi County, Minnesota",Kandiyohi County, Minnesota,167000,2496
"Kittson County, Minnesota",Kittson County, Minnesota,71800,6355
"Koochiching County, Minnesota",Koochiching County, Minnesota,108300,5037
"Lac qui Parle County, Minnesota",Lac qui Parle County, Minnesota,81100,4626
"Lake County, Minnesota",Lake County, Minnesota,165800,4288
"Lake of the Woods County, Minnesota",Lake of the Woods County, Minnesota,128400,31160
"Le Sueur County, Minnesota",Le Sueur County, Minnesota,190700,5539
"Lincoln County, Minnesota",Lincoln County, Minnesota,95300,11021
"Lyon County, Minnesota",Lyon County, Minnesota,135900,4492
"McLeod County, Minnesota",McLeod County, Minnesota,150400,3675
"Mahnomen County, Minnesota",Mahnomen County, Minnesota,97300,8977
"Marshall County, Minnesota",Marshall County, Minnesota,104500,3689
"Martin County, Minnesota",Martin County, Minnesota,112400,6042
"Meeker County, Minnesota",Meeker County, Minnesota,161600,4160
"Mille Lacs County, Minnesota",Mille Lacs County, Minnesota,151400,3423
"Morrison County, Minnesota",Morrison County, Minnesota,159100,2964
"Mower County, Minnesota",Mower County, Minnesota,114700,4341
"Murray County, Minnesota",Murray County, Minnesota,107700,5344
"Nicollet County, Minnesota",Nicollet County, Minnesota,178000,4247
"Nobles County, Minnesota",Nobles County, Minnesota,118300,5889
"Norman County, Minnesota",Norman County, Minnesota,88500,3420
"Olmsted County, Minnesota",Olmsted County, Minnesota,188300,2252
"Otter Tail County, Minnesota",Otter Tail County, Minnesota,170900,3485
"Pennington County, Minnesota",Pennington County, Minnesota,133300,9801
"Pine County, Minnesota",Pine County, Minnesota,151600,3679
"Pipestone County, Minnesota",Pipestone County, Minnesota,91200,7533
"Polk County, Minnesota",Polk County, Minnesota,152600,4583
"Pope County, Minnesota",Pope County, Minnesota,163600,5247
"Ramsey County, Minnesota",Ramsey County, Minnesota,208700,1795
"Red Lake County, Minnesota",Red Lake County, Minnesota,107300,5382
"Redwood County, Minnesota",Redwood County, Minnesota,97400,6037
"Renville County, Minnesota",Renville County, Minnesota,100100,3906
"Rice County, Minnesota",Rice County, Minnesota,188400,3706
"Rock County, Minnesota",Rock County, Minnesota,133600,10827
"Roseau County, Minnesota",Roseau County, Minnesota,118500,3012
"St. Louis County, Minnesota",St. Louis County, Minnesota,146700,1899
"Scott County, Minnesota",Scott County, Minnesota,272000,4108
"Sherburne County, Minnesota",Sherburne County, Minnesota,204100,5566
"Sibley County, Minnesota",Sibley County, Minnesota,142800,4888
"Stearns County, Minnesota",Stearns County, Minnesota,171300,1750
"Steele County, Minnesota",Steele County, Minnesota,154300,4285
"Stevens County, Minnesota",Stevens County, Minnesota,150800,10000
"Swift County, Minnesota",Swift County, Minnesota,102100,4974
"Todd County, Minnesota",Todd County, Minnesota,141000,4712
"Traverse County, Minnesota",Traverse County, Minnesota,79800,7859
"Wabasha County, Minnesota",Wabasha County, Minnesota,167300,3719
"Wadena County, Minnesota",Wadena County, Minnesota,118900,4906
"Waseca County, Minnesota",Waseca County, Minnesota,147800,6626
"Washington County, Minnesota",Washington County, Minnesota,264300,3368
"Watonwan County, Minnesota",Watonwan County, Minnesota,94500,4528
"Wilkin County, Minnesota",Wilkin County, Minnesota,114400,8395
"Winona County, Minnesota",Winona County, Minnesota,158400,3679
"Wright County, Minnesota",Wright County, Minnesota,211500,3514
"Yellow Medicine County, Minnesota",Yellow Medicine County, Minnesota,99100,5161
"Adams County, Mississippi",Adams County, Mississippi,90800,4585
"Alcorn County, Mississippi",Alcorn County, Mississippi,86100,4567
"Amite County, Mississippi",Amite County, Mississippi,77500,7954
"Attala County, Mississippi",Attala County, Mississippi,72700,4402
"Benton County, Mississippi",Benton County, Mississippi,70300,6183
"Bolivar County, Mississippi",Bolivar County, Mississippi,89100,4171
"Calhoun County, Mississippi",Calhoun County, Mississippi,66600,4376
"Carroll County, Mississippi",Carroll County, Mississippi,90900,11122
"Chickasaw County, Mississippi",Chickasaw County, Mississippi,63800,4915
"Choctaw County, Mississippi",Choctaw County, Mississippi,77200,7145
"Claiborne County, Mississippi",Claiborne County, Mississippi,61000,5341
"Clarke County, Mississippi",Clarke County, Mississippi,72000,8046
"Clay County, Mississippi",Clay County, Mississippi,81200,6865
"Coahoma County, Mississippi",Coahoma County, Mississippi,62400,5451
"Copiah County, Mississippi",Copiah County, Mississippi,93800,8228
"Covington County, Mississippi",Covington County, Mississippi,77600,5011
"DeSoto County, Mississippi",DeSoto County, Mississippi,158600,2414
"Forrest County, Mississippi",Forrest County, Mississippi,114700,6640
"Franklin County, Mississippi",Franklin County, Mississippi,74700,7071
"George County, Mississippi",George County, Mississippi,98200,10349
"Greene County, Mississippi",Greene County, Mississippi,80700,12248
"Grenada County, Mississippi",Grenada County, Mississippi,93200,6472
"Hancock County, Mississippi",Hancock County, Mississippi,132800,7265
"Harrison County, Mississippi",Harrison County, Mississippi,144300,3979
"Hinds County, Mississippi",Hinds County, Mississippi,109400,3014
"Holmes County, Mississippi",Holmes County, Mississippi,50600,3553
"Humphreys County, Mississippi",Humphreys County, Mississippi,64200,5867
"Issaquena County, Mississippi",Issaquena County, Mississippi,50200,48597
"Itawamba County, Mississippi",Itawamba County, Mississippi,87000,4611
"Jackson County, Mississippi",Jackson County, Mississippi,125100,3382
"Jasper County, Mississippi",Jasper County, Mississippi,67300,8443
"Jefferson County, Mississippi",Jefferson County, Mississippi,57100,7829
"Jefferson Davis County, Mississippi",Jefferson Davis County, Mississippi,80600,6107
"Jones County, Mississippi",Jones County, Mississippi,85600,4892
"Kemper County, Mississippi",Kemper County, Mississippi,70900,9191
"Lafayette County, Mississippi",Lafayette County, Mississippi,177300,11459
"Lamar County, Mississippi",Lamar County, Mississippi,169000,4986
"Lauderdale County, Mississippi",Lauderdale County, Mississippi,88500,4155
"Lawrence County, Mississippi",Lawrence County, Mississippi,89100,5376
