Geography,County,State,Latitude,Longitude
"St. Mary Parish, Louisiana",St. Mary Parish,Louisiana,29.502976,-91.44346900000001
"St. Tammany Parish, Louisiana",St. Tammany Parish,Louisiana,30.4357418,-89.9253233
"Tangipahoa Parish, Louisiana",Tangipahoa Parish,Louisiana,30.6194521,-90.37483540000001
"Tensas Parish, Louisiana",Tensas Parish,Louisiana,32.077218,-91.28910359999999
"Terrebonne Parish, Louisiana",Terrebonne Parish,Louisiana,29.2299682,-90.7532809
"Union Parish, Louisiana",Union Parish,Louisiana,32.7859102,-92.38136209999999
"Vermilion Parish, Louisiana",Vermilion Parish,Louisiana,29.8601413,-92.38136209999999
"Vernon Parish, Louisiana",Vernon Parish,Louisiana,31.1320009,-93.17796589999999
"Washington Parish, Louisiana",Washington Parish,Louisiana,30.80392599999999,-90.0746767
"Webster Parish, Louisiana",Webster Parish,Louisiana,32.7641355,-93.33889169999999
"West Baton Rouge Parish, Louisiana",West Baton Rouge Parish,Louisiana,30.4751202,-91.3276422
"West Carroll Parish, Louisiana",West Carroll Parish,Louisiana,32.7545792,-91.4821482
"West Feliciana Parish, Louisiana",West Feliciana Parish,Louisiana,30.8423123,-91.4048249
"Winn Parish, Louisiana",Winn Parish,Louisiana,31.91961239999999,-92.6586401
"Androscoggin County, Maine",Androscoggin County,Maine,44.19124160000001,-70.17070369999999
"Aroostook County, Maine",Aroostook County,Maine,46.819941,-68.4766064
"Cumberland County, Maine",Cumberland County,Maine,43.81329789999999,-70.3870587
"Franklin County, Maine",Franklin County,Maine,45.0386059,-70.3979538
"Hancock County, Maine",Hancock County,Maine,44.5770308,-68.3566919
"Kennebec County, Maine",Kennebec County,Maine,44.4499153,-69.7038278
"Knox County, Maine",Knox County,Maine,43.9969995,-68.9242652
"Lincoln County, Maine",Lincoln County,Maine,44.108282,-69.511031
"Oxford County, Maine",Oxford County,Maine,44.4906897,-70.7840564
"Penobscot County, Maine",Penobscot County,Maine,45.3230777,-68.5806727
"Piscataquis County, Maine",Piscataquis County,Maine,45.70498569999999,-69.3375071
"Sagadahoc County, Maine",Sagadahoc County,Maine,43.8171265,-69.7825531
"Somerset County, Maine",Somerset County,Maine,45.5913402,-69.9999212
"Waldo County, Maine",Waldo County,Maine,44.5106837,-69.20778960000001
"Washington County, Maine",Washington County,Maine,44.98493149999999,-67.6776835
"York County, Maine",York County,Maine,43.4132697,-70.6702521
"Allegany County, Maryland",Allegany County,Maryland,39.6255251,-78.6114999
"Anne Arundel County, Maryland",Anne Arundel County,Maryland,38.9530109,-76.5488232
"Baltimore County, Maryland",Baltimore County,Maryland,39.4647665,-76.7336521
"Calvert County, Maryland",Calvert County,Maryland,38.49495030000001,-76.5025742
"Caroline County, Maryland",Caroline County,Maryland,38.9105018,-75.8533954
"Carroll County, Maryland",Carroll County,Maryland,39.5423418,-77.0564464
"Cecil County, Maryland",Cecil County,Maryland,39.5739403,-75.94632399999999
"Charles County, Maryland",Charles County,Maryland,38.5221781,-77.10249019999999
"Dorchester County, Maryland",Dorchester County,Maryland,38.4152819,-76.17837390000001
"Frederick County, Maryland",Frederick County,Maryland,39.3844507,-77.4701972
"Garrett County, Maryland",Garrett County,Maryland,39.5681243,-79.29021329999999
"Harford County, Maryland",Harford County,Maryland,39.5838964,-76.3637285
"Howard County, Maryland",Howard County,Maryland,39.2873463,-76.964306
"Kent County, Maryland",Kent County,Maryland,39.2713804,-76.1319953
"Montgomery County, Maryland",Montgomery County,Maryland,39.1547426,-77.2405153
"Prince George's County, Maryland",Prince George's County,Maryland,38.78492110000001,-76.8720961
"Queen Anne's County, Maryland",Queen Anne's County,Maryland,39.0263572,-76.1319953
"St. Mary's County, Maryland",St. Mary's County,Maryland,38.1060259,-76.3637285
"Somerset County, Maryland",Somerset County,Maryland,38.0862333,-75.8533954
"Talbot County, Maryland",Talbot County,Maryland,38.7803973,-76.1319953
"Washington County, Maryland",Washington County,Maryland,39.641762,-77.719993
"Wicomico County, Maryland",Wicomico County,Maryland,38.3941813,-75.667356
"Worcester County, Maryland",Worcester County,Maryland,38.1584227,-75.4344727
"Baltimore city, Maryland",Baltimore city,Maryland,39.2903848,-76.6121893
"Barnstable County, Massachusetts",Barnstable County,Massachusetts,41.69909579999999,-70.32091129999999
"Berkshire County, Massachusetts",Berkshire County,Massachusetts,42.311782,-73.1821623
"Bristol County, Massachusetts",Bristol County,Massachusetts,41.7938406,-71.1448516
"Dukes County, Massachusetts",Dukes County,Massachusetts,41.4039539,-70.6692655
"Essex County, Massachusetts",Essex County,Massachusetts,42.7051144,-70.90712359999999
"Franklin County, Massachusetts",Franklin County,Massachusetts,42.530599,-72.61511689999999
"Hampden County, Massachusetts",Hampden County,Massachusetts,42.1172314,-72.6624209
"Hampshire County, Massachusetts",Hampshire County,Massachusetts,42.3471357,-72.6624209
"Middlesex County, Massachusetts",Middlesex County,Massachusetts,42.467206,-71.2874209
"Nantucket County, Massachusetts",Nantucket County,Massachusetts,41.2834704,-70.099451
"Norfolk County, Massachusetts",Norfolk County,Massachusetts,42.17668,-71.1448516
"Plymouth County, Massachusetts",Plymouth County,Massachusetts,41.9120406,-70.7168469
"Suffolk County, Massachusetts",Suffolk County,Massachusetts,42.3522866,-71.0504229
"Worcester County, Massachusetts",Worcester County,Massachusetts,42.4096528,-71.8571331
"Alcona County, Michigan",Alcona County,Michigan,44.6727944,-83.60223979999999
"Alger County, Michigan",Alger County,Michigan,46.927418,-86.5087741
"Allegan County, Michigan",Allegan County,Michigan,42.5709865,-86.3376761
"Alpena County, Michigan",Alpena County,Michigan,45.0168239,-83.1116742
"Antrim County, Michigan",Antrim County,Michigan,44.9730441,-85.1769095
"Arenac County, Michigan",Arenac County,Michigan,43.9973355,-83.67739279999999
"Baraga County, Michigan",Baraga County,Michigan,46.7352761,-88.3010401
"Barry County, Michigan",Barry County,Michigan,42.5354321,-85.35496499999999
"Bay County, Michigan",Bay County,Michigan,43.7109732,-84.01674229999999
"Benzie County, Michigan",Benzie County,Michigan,44.678277,-86.2970998
"Berrien County, Michigan",Berrien County,Michigan,42.0320742,-86.7416374
"Branch County, Michigan",Branch County,Michigan,41.8913835,-85.02334599999999
"Calhoun County, Michigan",Calhoun County,Michigan,42.2073905,-85.02334599999999
"Cass County, Michigan",Cass County,Michigan,41.9299158,-86.0121573
"Charlevoix County, Michigan",Charlevoix County,Michigan,45.4342853,-85.4374778
"Cheboygan County, Michigan",Cheboygan County,Michigan,45.5472257,-84.56362829999999
"Chippewa County, Michigan",Chippewa County,Michigan,46.3117082,-84.59320939999999
"Clare County, Michigan",Clare County,Michigan,44.0565054,-84.8567932
"Clinton County, Michigan",Clinton County,Michigan,42.9663458,-84.5222189
"Crawford County, Michigan",Crawford County,Michigan,44.6524316,-84.68974949999999
"Delta County, Michigan",Delta County,Michigan,45.7124142,-86.98441749999999
"Dickinson County, Michigan",Dickinson County,Michigan,45.9601394,-87.8616098
"Eaton County, Michigan",Eaton County,Michigan,42.5886496,-84.7733325
"Emmet County, Michigan",Emmet County,Michigan,45.6418969,-84.9769067
"Genesee County, Michigan",Genesee County,Michigan,43.0777289,-83.67739279999999
"Gladwin County, Michigan",Gladwin County,Michigan,44.0327885,-84.3542049
"Gogebic County, Michigan",Gogebic County,Michigan,46.4392785,-89.92147399999999
"Grand Traverse County, Michigan",Grand Traverse County,Michigan,44.687984,-85.52002399999999
"Gratiot County, Michigan",Gratiot County,Michigan,43.2836505,-84.68974949999999
"Hillsdale County, Michigan",Hillsdale County,Michigan,41.8685961,-84.5222189
"Houghton County, Michigan",Houghton County,Michigan,47.1211215,-88.5694012
"Huron County, Michigan",Huron County,Michigan,43.9466791,-82.82097399999999
"Ingham County, Michigan",Ingham County,Michigan,42.6468943,-84.3542049
"Ionia County, Michigan",Ionia County,Michigan,42.9892119,-85.02334599999999
"Iosco County, Michigan",Iosco County,Michigan,44.3340462,-83.63862259999999
"Iron County, Michigan",Iron County,Michigan,46.2758153,-88.4902778
"Isabella County, Michigan",Isabella County,Michigan,43.598799,-84.8567932
"Jackson County, Michigan",Jackson County,Michigan,42.1764362,-84.3542049
"Kalamazoo County, Michigan",Kalamazoo County,Michigan,42.2278346,-85.52002399999999
"Kalkaska County, Michigan",Kalkaska County,Michigan,44.66744449999999,-85.02334599999999
"Kent County, Michigan",Kent County,Michigan,43.0097027,-85.52002399999999
"Keweenaw County, Michigan",Keweenaw County,Michigan,47.7515686,-88.3249369
"Lake County, Michigan",Lake County,Michigan,43.9446996,-85.84862360000001
"Lapeer County, Michigan",Lapeer County,Michigan,43.0482433,-83.1649001
"Leelanau County, Michigan",Leelanau County,Michigan,45.0821226,-86.07336339999999
"Lenawee County, Michigan",Lenawee County,Michigan,41.8433859,-84.01674229999999
"Livingston County, Michigan",Livingston County,Michigan,42.6207951,-83.8473015
"Luce County, Michigan",Luce County,Michigan,46.5827512,-85.513329
"Mackinac County, Michigan",Mackinac County,Michigan,46.02337199999999,-84.9963081
"Macomb County, Michigan",Macomb County,Michigan,42.7168759,-82.82097399999999
"Manistee County, Michigan",Manistee County,Michigan,44.2444704,-86.32422249999999
"Marquette County, Michigan",Marquette County,Michigan,46.644579,-87.5593823
"Mason County, Michigan",Mason County,Michigan,43.9664537,-86.49965460000001
"Mecosta County, Michigan",Mecosta County,Michigan,43.6201025,-85.35496499999999
"Menominee County, Michigan",Menominee County,Michigan,45.4995277,-87.5746277
"Midland County, Michigan",Midland County,Michigan,43.57509779999999,-84.3542049
"Missaukee County, Michigan",Missaukee County,Michigan,44.366621,-85.02334599999999
"Monroe County, Michigan",Monroe County,Michigan,41.9738893,-83.5070203
"Montcalm County, Michigan",Montcalm County,Michigan,43.3057341,-85.1894045
"Montmorency County, Michigan",Montmorency County,Michigan,45.07427939999999,-84.1403141
"Muskegon County, Michigan",Muskegon County,Michigan,43.2831969,-86.7416374
"Newaygo County, Michigan",Newaygo County,Michigan,43.55935820000001,-85.76666449999999
"Oakland County, Michigan",Oakland County,Michigan,42.59219239999999,-83.33618799999999
"Oceana County, Michigan",Oceana County,Michigan,43.6656285,-86.6611083
"Ogemaw County, Michigan",Ogemaw County,Michigan,44.3270741,-84.1857115
"Ontonagon County, Michigan",Ontonagon County,Michigan,46.8727913,-89.31311889999999
"Osceola County, Michigan",Osceola County,Michigan,43.92572790000001,-85.35496499999999
"Oscoda County, Michigan",Oscoda County,Michigan,44.6278903,-84.1857115
"Otsego County, Michigan",Otsego County,Michigan,45.0992063,-84.6482398
"Ottawa County, Michigan",Ottawa County,Michigan,42.95302299999999,-86.0937312
"Presque Isle County, Michigan",Presque Isle County,Michigan,45.5729299,-83.597821
"Roscommon County, Michigan",Roscommon County,Michigan,44.3516109,-84.68974949999999
"Saginaw County, Michigan",Saginaw County,Michigan,43.4044253,-84.01674229999999
"St. Clair County, Michigan",St. Clair County,Michigan,43.016179,-82.6483442
"St. Joseph County, Michigan",St. Joseph County,Michigan,41.9118044,-85.52002399999999
"Sanilac County, Michigan",Sanilac County,Michigan,43.4069041,-82.7347142
"Schoolcraft County, Michigan",Schoolcraft County,Michigan,46.0693515,-86.1903622
"Shiawassee County, Michigan",Shiawassee County,Michigan,42.949754,-84.1857115
"Tuscola County, Michigan",Tuscola County,Michigan,43.5301144,-83.5070203
"Van Buren County, Michigan",Van Buren County,Michigan,42.2459665,-86.0121573
"Washtenaw County, Michigan",Washtenaw County,Michigan,42.3076493,-83.8473015
"Wayne County, Michigan",Wayne County,Michigan,42.2790746,-83.33618799999999
"Wexford County, Michigan",Wexford County,Michigan,44.387157,-85.52002399999999
"Aitkin County, Minnesota",Aitkin County,Minnesota,46.61854330000001,-93.45366920000001
"Anoka County, Minnesota",Anoka County,Minnesota,45.3292832,-93.2197005
"Becker County, Minnesota",Becker County,Minnesota,46.9164628,-95.7036557
"Beltrami County, Minnesota",Beltrami County,Minnesota,48.0370038,-94.82892389999999
"Benton County, Minnesota",Benton County,Minnesota,45.7211058,-93.9732855
"Big Stone County, Minnesota",Big Stone County,Minnesota,45.4932045,-96.4724
"Blue Earth County, Minnesota",Blue Earth County,Minnesota,43.9505132,-93.9878427
"Brown County, Minnesota",Brown County,Minnesota,44.2294379,-94.645035
"Carlton County, Minnesota",Carlton County,Minnesota,46.5619247,-92.6847226
"Carver County, Minnesota",Carver County,Minnesota,44.82543099999999,-93.7841503
"Cass County, Minnesota",Cass County,Minnesota,47.2144536,-94.2309171
"Chippewa County, Minnesota",Chippewa County,Minnesota,45.0520041,-95.555641
"Chisago County, Minnesota",Chisago County,Minnesota,45.524828,-92.9550305
"Clay County, Minnesota",Clay County,Minnesota,46.878186,-96.42575889999999
"Clearwater County, Minnesota",Clearwater County,Minnesota,47.72007869999999,-95.3105661
"Cook County, Minnesota",Cook County,Minnesota,47.6051056,-90.49317669999999
"Cottonwood County, Minnesota",Cottonwood County,Minnesota,44.0488692,-95.3102505
"Crow Wing County, Minnesota",Crow Wing County,Minnesota,46.5957987,-94.1401699
"Dakota County, Minnesota",Dakota County,Minnesota,44.731554,-93.17796589999999
"Dodge County, Minnesota",Dodge County,Minnesota,43.9842889,-92.8577105
"Douglas County, Minnesota",Douglas County,Minnesota,45.9279387,-95.4218815
"Faribault County, Minnesota",Faribault County,Minnesota,43.6448766,-93.9878427
"Fillmore County, Minnesota",Fillmore County,Minnesota,43.6956298,-92.0665197
"Freeborn County, Minnesota",Freeborn County,Minnesota,43.6656285,-93.33889169999999
"Goodhue County, Minnesota",Goodhue County,Minnesota,44.4430251,-92.6983868
"Grant County, Minnesota",Grant County,Minnesota,45.9729315,-96.0471362
"Hennepin County, Minnesota",Hennepin County,Minnesota,45.0208911,-93.5094574
"Houston County, Minnesota",Houston County,Minnesota,43.7051652,-91.44346900000001
"Hubbard County, Minnesota",Hubbard County,Minnesota,46.8366254,-95.0102983
"Isanti County, Minnesota",Isanti County,Minnesota,45.6301379,-93.2537327
"Itasca County, Minnesota",Itasca County,Minnesota,47.5507924,-93.5683651
"Jackson County, Minnesota",Jackson County,Minnesota,43.598799,-95.1432068
"Kanabec County, Minnesota",Kanabec County,Minnesota,45.9329034,-93.2883531
"Kandiyohi County, Minnesota",Kandiyohi County,Minnesota,45.11445519999999,-95.0155836
"Kittson County, Minnesota",Kittson County,Minnesota,48.7563083,-96.865445
"Koochiching County, Minnesota",Koochiching County,Minnesota,48.1816012,-93.648322
"Lac qui Parle County, Minnesota",Lac qui Parle County,Minnesota,45.0562676,-96.2006981
"Lake County, Minnesota",Lake County,Minnesota,47.5964304,-91.4964639
"Lake of the Woods County, Minnesota",Lake of the Woods County,Minnesota,48.6943855,-94.92654739999999
"Le Sueur County, Minnesota",Le Sueur County,Minnesota,44.461555,-93.9151438
"Lincoln County, Minnesota",Lincoln County,Minnesota,44.4507066,-96.3226072
"Lyon County, Minnesota",Lyon County,Minnesota,44.3981292,-95.89871389999999
"McLeod County, Minnesota",McLeod County,Minnesota,44.8440016,-94.315422
"Mahnomen County, Minnesota",Mahnomen County,Minnesota,47.3811737,-95.797516
"Marshall County, Minnesota",Marshall County,Minnesota,48.36535199999999,-96.674424
"Martin County, Minnesota",Martin County,Minnesota,43.6266807,-94.479976
"Meeker County, Minnesota",Meeker County,Minnesota,45.1353179,-94.5150543
"Mille Lacs County, Minnesota",Mille Lacs County,Minnesota,45.9228403,-93.6218744
"Morrison County, Minnesota",Morrison County,Minnesota,45.9846475,-94.052545
"Mower County, Minnesota",Mower County,Minnesota,43.6824988,-92.6983868
"Murray County, Minnesota",Murray County,Minnesota,44.0243398,-95.81428849999999
"Nicollet County, Minnesota",Nicollet County,Minnesota,44.3572855,-94.27436279999999
"Nobles County, Minnesota",Nobles County,Minnesota,43.71969319999999,-95.81428849999999
"Norman County, Minnesota",Norman County,Minnesota,47.3416805,-96.5313092
"Olmsted County, Minnesota",Olmsted County,Minnesota,43.995179,-92.38136209999999
"Otter Tail County, Minnesota",Otter Tail County,Minnesota,46.51894350000001,-95.8935983
"Pennington County, Minnesota",Pennington County,Minnesota,48.0391802,-96.075015
"Pine County, Minnesota",Pine County,Minnesota,46.0983087,-92.80707079999999
"Pipestone County, Minnesota",Pipestone County,Minnesota,43.9973355,-96.3226072
"Polk County, Minnesota",Polk County,Minnesota,47.6635085,-96.4170534
"Pope County, Minnesota",Pope County,Minnesota,45.5472257,-95.4363717
"Ramsey County, Minnesota",Ramsey County,Minnesota,44.9963986,-93.0615978
"Red Lake County, Minnesota",Red Lake County,Minnesota,47.8770338,-96.13456409999999
"Redwood County, Minnesota",Redwood County,Minnesota,44.3516109,-95.3102505
"Renville County, Minnesota",Renville County,Minnesota,44.66744449999999,-94.976654
"Rice County, Minnesota",Rice County,Minnesota,44.2749995,-93.33889169999999
"Rock County, Minnesota",Rock County,Minnesota,43.6927003,-96.3226072
"Roseau County, Minnesota",Roseau County,Minnesota,48.7249475,-95.9820524
"St. Louis County, Minnesota",St. Louis County,Minnesota,47.7395106,-92.3623921
"Scott County, Minnesota",Scott County,Minnesota,44.6834072,-93.54079089999999
"Sherburne County, Minnesota",Sherburne County,Minnesota,45.4644612,-93.7298983
"Sibley County, Minnesota",Sibley County,Minnesota,44.5502089,-94.15137639999999
"Stearns County, Minnesota",Stearns County,Minnesota,45.5844792,-94.5865603
"Steele County, Minnesota",Steele County,Minnesota,43.9758523,-93.17796589999999
"Stevens County, Minnesota",Stevens County,Minnesota,45.52151180000001,-95.95221780000001
"Swift County, Minnesota",Swift County,Minnesota,45.2315651,-95.71960419999999
"Todd County, Minnesota",Todd County,Minnesota,46.0307728,-94.8315488
"Traverse County, Minnesota",Traverse County,Minnesota,45.8030256,-96.365147
"Wabasha County, Minnesota",Wabasha County,Minnesota,44.3020812,-92.2236667
